,number,first_name,last_name,gender,birth_date,employment_status,annual_salary,tax_file_no
443,138,Freddie,Emmerich,M,1987-12-19,,138387.0,
444,812,Kayley,Walker,,1981-08-13,,89921.0,
445,910,Violet,Metz,M,1978-03-09,CA,106724.0,
446,499,Cheyanne,Wiza,M,1995-03-08,PE,117399.0,
447,814,Jarrod,Williamson,F,1989-07-24,PE,126979.0,
448,762,Dolores,Trantow,F,1999-05-24,PE,117449.0,
449,377,Corry,Wehner,M,1984-04-08,PE,93686.0,
450,607,Taj,Cole,,1994-12-11,PE,92292.0,
451,160,Denice,Hayes,,1976-06-17,PE,115752.0,
452,112,Elease,Torp,F,1990-01-31,PE,89048.0,
453,87,Citlalli,Dach,F,1993-07-02,PE,133519.0,
454,880,Shelly,Konopelski,M,1990-05-28,PE,111792.0,
455,501,Raquan,Schmeler,F,1990-05-31,CA,137343.0,
456,447,Marin,Schowalter,,1981-10-23,CA,119484.0,
457,235,Melody,Farrell,M,1981-06-05,PE,89670.0,
458,894,Virgie,Bradtke,M,1994-10-06,PE,86863.0,
459,718,Lindy,Gottlieb,M,1994-02-25,PE,66430.0,
460,57,Odie,Veum,F,1988-07-23,,85210.0,
461,870,Dillan,Turcotte,M,1995-07-29,PE,68520.0,
462,71,Bobbie,Kessler,F,1970-09-03,TE,119641.0,
463,418,Doreen,Baumbach,F,1980-03-29,PE,55033.0,
464,707,Erling,Nienow,F,1970-12-31,,94938.0,
465,723,Williemae,Wilkinson,M,1987-10-22,PE,106398.0,
466,692,Val,Schmitt,M,1977-05-06,PE,132677.0,
467,712,Damian,Marvin,F,1975-05-21,PE,135791.0,
468,686,Charlsie,Hirthe,M,1975-08-15,PE,62393.0,
469,144,Tracey,Lebsack,F,1975-04-24,CA,72866.0,
470,656,Isabel,Hilpert,M,1977-03-01,CA,64781.0,
471,999,Maceo,Wisoky,M,1983-11-12,PE,142838.0,
472,606,Jonell,Frami,M,1989-03-30,PE,64124.0,
473,57,Shelli,Hettinger,,1976-09-18,PE,95690.0,
474,692,London,Denesik,M,1992-01-05,CA,72160.0,
475,62,Ivonne,Langworth,F,1977-03-01,TE,132528.0,
476,515,Adelard,Abshire,F,1973-12-15,PE,66031.0,
477,419,Royal,Leffler,F,1998-12-18,PE,143991.0,
478,565,North,McLaughlin,F,1988-10-31,PE,128329.0,
479,573,Laverne,Schiller,F,1976-03-05,PE,131800.0,
480,398,Chase,Goyette,F,1982-12-16,CA,149717.0,
481,318,Makena,Heidenreich,M,1974-08-27,CA,95112.0,
482,606,Lorrie,Crist,F,1981-07-25,PE,111104.0,
483,364,Korbin,Ondricka,M,1981-12-19,TE,121109.0,
484,607,May,Doyle,F,1992-06-21,PE,65658.0,
485,222,Elodie,Heller,M,1998-06-15,PE,131562.0,
486,477,Nathaly,Adams,M,1974-01-29,PE,100052.0,
487,954,Margarite,Cassin,F,1981-07-10,PE,61076.0,
488,743,Zack,Kling,F,1981-11-21,PE,138431.0,
489,606,Vela,Lueilwitz,M,1979-11-13,TE,61581.0,
490,225,Michaela,Sanford,F,1976-05-05,PE,70382.0,
491,997,Brook,Turner,M,1990-06-21,,80734.0,
492,275,Moody,Fritsch,F,1992-10-02,PE,62066.0,
493,266,Giovani,Friesen,F,1980-03-26,CA,87001.0,
494,924,Takisha,Stanton,F,1996-06-19,PE,100116.0,
495,863,Eileen,Boyle,F,1995-05-25,CA,96924.0,
496,681,Triston,Yundt,F,1970-03-29,TE,86467.0,
497,942,Kaiya,Legros,,1986-10-15,,63683.0,
498,10,Saige,Casper,M,1990-08-03,,61597.0,
499,884,Pablo,Bogan,M,1989-11-03,,123759.0,
500,901,Lary,Krajcik,M,1993-08-30,PE,73623.0,
501,630,Iola,Hilpert,M,1974-12-01,,100923.0,
502,219,Vicente,Wiegand,M,1992-04-07,PE,67066.0,
503,476,Jerrilyn,Jakubowski,,1975-06-17,TE,88637.0,
504,597,Tessa,Howell,,1982-10-07,PE,83065.0,
505,500,Torrance,Hahn,,1994-06-13,PE,89393.0,
506,353,Gigi,Heathcote,,1997-01-26,PE,143397.0,
507,345,Jajuan,Leffler,M,1981-04-15,,92701.0,
508,261,Garey,Vandervort,F,1971-07-19,PE,67132.0,
509,624,Serenity,Senger,F,1993-04-19,TE,85681.0,
510,747,Vernia,Ritchie,M,1988-10-25,,70673.0,
511,762,Geary,Nienow,M,1980-11-03,PE,59300.0,
512,387,Iva,Green,F,1978-07-30,PE,67147.0,
513,824,Kami,Langworth,M,1996-08-22,PE,72960.0,
514,65,Faith,Becker,F,1992-12-16,PE,99575.0,
515,662,Sherwin,Witting,F,1977-05-01,PE,73338.0,
516,462,Penelope,Crona,M,1999-06-12,PE,80458.0,
517,341,Helena,Runte,,1996-12-09,PE,60112.0,
518,161,Zion,Cronin,,1991-09-30,PE,115523.0,
519,708,Opal,Koelpin,M,1975-02-21,PE,132691.0,
520,997,Agusta,Emmerich,M,1972-12-05,PE,114085.0,
521,687,Christa,King,F,1994-03-25,CA,128960.0,
522,213,Lyn,Bechtelar,F,1990-04-27,TE,104808.0,
523,544,Karol,Parisian,M,1992-06-01,TE,99501.0,
524,553,Brandi,Klein,F,1976-10-19,PE,71013.0,
525,885,Elvis,Medhurst,F,1987-08-25,CA,141046.0,
526,799,Clemens,Heathcote,F,1985-08-15,PE,107976.0,
527,846,Cleo,O'Kon,M,1974-12-22,PE,108288.0,
528,302,Vernell,Schmidt,F,1983-08-08,,123021.0,
529,878,Monnie,Mante,F,1997-06-29,TE,91829.0,
530,33,Brittnay,Yundt,,1984-09-30,PE,70648.0,
531,866,Corinna,Parker,F,1985-03-04,CA,84403.0,
532,90,Greyson,Bruen,F,1972-10-30,CA,144889.0,
533,801,Kazuko,Bechtelar,,1995-04-03,PE,97902.0,
534,645,Kayley,Predovic,F,1973-05-20,,108400.0,
535,464,Texanna,Rohan,F,1997-09-09,PE,140536.0,
536,739,Camille,Renner,,1988-01-07,,121689.0,
537,586,Arianna,Gorczany,F,1973-10-15,,87397.0,
538,148,Celeste,Bernhard,M,1973-04-24,CA,76386.0,
539,957,Nettie,Monahan,,1998-07-06,PE,91047.0,
540,353,Annika,Runte,M,1992-07-24,,62438.0,
541,328,Otha,Keebler,F,1990-02-04,PE,141310.0,
542,446,Jan,Fahey,M,1987-10-25,PE,144382.0,
543,583,Wally,Cremin,F,1978-12-04,PE,110306.0,
544,143,Miranda,Hagenes,M,1980-04-21,TE,68804.0,
545,326,Mandy,Greenfelder,,1995-11-16,PE,79047.0,
546,449,Tyquan,Sanford,F,1982-09-10,,111819.0,
547,806,Clair,Stokes,M,1978-08-31,PE,76691.0,
548,846,Rutha,Emmerich,F,1993-12-16,CA,73547.0,
549,360,Claud,Schultz,,1971-12-04,PE,73087.0,
550,492,Claudine,O'Conner,,1994-07-12,,61888.0,
551,430,Joseph,Reynolds,M,1977-12-28,PE,97293.0,
552,476,Lamonte,Rolfson,M,1979-09-27,PE,68661.0,
553,12,Alesia,Hirthe,M,1979-04-21,PE,126664.0,
554,395,Abie,Kuhn,F,1981-09-13,PE,109730.0,
555,631,Becky,Murazik,F,1987-03-26,PE,112854.0,
556,80,Zelpha,White,M,1999-12-07,PE,84398.0,
557,517,Alice,Doyle,M,1998-08-01,PE,119391.0,
558,617,Rickey,Aufderhar,,1994-12-27,PE,139864.0,
559,387,Jalen,Waters,F,1980-09-22,PE,118124.0,
560,782,Harmony,Witting,M,1987-11-06,PE,91591.0,
561,386,Delmas,Daugherty,,1997-02-13,,69926.0,
562,541,Ruth,Eichmann,,1973-03-19,,98816.0,
563,682,Shawanda,Harber,F,1990-01-29,PE,130551.0,
564,8,Paola,Kilback,F,1981-11-09,PE,61536.0,
565,374,Birt,Farrell,F,1971-08-31,PE,86943.0,
566,362,Janyce,Yundt,F,1983-01-18,PE,82091.0,
567,372,Mauricio,Bergnaum,F,1975-07-25,CA,140239.0,
568,445,Darrius,Roberts,,1977-01-21,PE,56414.0,
569,607,Garvin,Hermann,,1988-11-21,PE,138378.0,
570,984,Felicity,Renner,M,1978-08-14,PE,81751.0,
571,762,Jerica,Sauer,M,1982-03-12,,120954.0,
572,615,Kyleigh,Rutherford,F,1997-12-12,PE,67230.0,
573,270,Loula,Hahn,F,1998-09-23,PE,107869.0,
574,817,Lacey,Dickens,F,1971-07-23,,96147.0,
575,456,Denine,Crona,M,1981-10-29,PE,105854.0,
576,765,Hildur,Marvin,,1989-01-10,PE,120225.0,
577,428,Salomon,Carter,M,1987-05-30,,96431.0,
578,951,Emery,Steuber,M,1988-02-09,,77892.0,
579,289,Uriah,Bashirian,M,1974-03-22,PE,102185.0,
580,705,Kathyrn,Balistreri,F,1999-03-06,PE,68773.0,
581,37,Jolette,Marks,M,1977-10-12,,132173.0,
582,185,Wally,Hirthe,M,1991-07-20,PE,129998.0,
583,939,Kennard,Hintz,M,1988-06-12,PE,71052.0,
584,695,Mack,Nolan,F,1998-01-26,PE,121793.0,
585,288,Rubie,Hartmann,M,1996-09-06,PE,64643.0,
586,244,Helene,Medhurst,M,1982-08-13,PE,123711.0,
587,725,Nova,Klein,F,1973-12-28,PE,123331.0,
588,227,Leone,Upton,M,1988-03-08,CA,148436.0,
589,676,Jaelynn,Morissette,M,1981-01-24,,96862.0,
590,480,Jarrad,Schmitt,,1988-02-19,PE,126906.0,
591,251,Burnie,Marvin,,1998-02-16,PE,76057.0,
592,513,Devyn,O'Conner,M,1994-01-12,PE,130685.0,
593,281,Alston,Davis,F,1970-08-05,,123387.0,
594,216,Jazlyn,Davis,M,1994-04-11,CA,118945.0,
595,979,Emery,Conn,M,1995-10-23,PE,138214.0,
596,48,Ruffin,Medhurst,M,1994-11-13,PE,67369.0,
597,632,Sharonda,Doyle,M,1982-10-22,PE,71172.0,
598,793,Laurene,Kohler,M,1978-02-15,PE,121461.0,
599,967,Novella,Streich,,1992-06-05,PE,127460.0,
600,110,Benny,Jenkins,,1973-11-11,TE,86686.0,
601,310,Tolbert,Trantow,M,1994-09-07,PE,91941.0,
602,914,Tab,Zulauf,M,1991-06-15,PE,68168.0,
603,284,Francies,McGlynn,F,1991-05-05,PE,131460.0,
604,310,Sammy,Dickinson,F,1996-04-20,PE,136082.0,
605,509,Clemens,West,,1981-10-12,PE,134268.0,
606,520,Olan,Homenick,,1991-09-07,TE,148916.0,
607,282,Waymon,Bauch,M,1973-12-29,PE,118954.0,
608,721,Hasel,Leannon,M,1989-07-31,CA,121109.0,
609,424,Gaylon,Fadel,,1991-10-05,TE,64107.0,
610,277,Rosanne,Heathcote,F,1993-06-23,,67357.0,
611,475,Abe,Schultz,M,1994-11-15,CA,71706.0,
612,963,Bea,Lueilwitz,F,1988-01-16,PE,85676.0,
613,82,Rennie,Koch,M,1993-08-24,TE,132854.0,
614,400,Adonis,Kessler,M,1979-11-01,PE,86648.0,
615,627,Edwin,Abbott,M,1979-12-21,,139549.0,
616,317,Arthur,Beatty,M,1974-07-04,,89660.0,
617,126,Ulises,Nicolas,F,1995-04-30,PE,134165.0,
618,673,Demian,Barrows,F,1980-07-29,PE,74930.0,
619,818,Racheal,Funk,M,1988-01-23,PE,120223.0,
620,509,Kendall,Harvey,M,1975-10-18,CA,142874.0,
621,313,Danette,Ward,,1987-07-30,TE,129422.0,
622,392,Karma,Shields,F,1983-07-16,TE,103352.0,
623,632,Linette,Mante,,1997-05-27,PE,146708.0,
624,303,Martell,Kassulke,,1972-02-20,TE,127189.0,
625,82,Gwyneth,Prosacco,,1995-09-13,PE,55602.0,
626,928,Domenico,Howe,,1973-01-19,PE,136394.0,
627,318,Bev,Schuster,F,1981-06-23,PE,69093.0,
628,160,Zita,Hermiston,M,1997-04-29,PE,128330.0,
629,672,Fannie,Lemke,M,1990-09-04,PE,85872.0,
630,548,Francine,Mayer,M,1997-02-17,PE,80200.0,
631,733,Lilla,Blanda,,1978-11-14,PE,66934.0,
632,21,Elaine,Barrows,M,1983-06-08,PE,59553.0,
633,428,Marylee,Schimmel,F,1998-06-29,PE,98535.0,
634,109,Joselyn,Schmeler,M,1970-06-23,PE,84979.0,
635,66,Savilla,Bernier,F,1974-07-16,PE,,
636,184,Sheree,Morar,M,1997-03-22,CA,,
637,366,June,Hamill,,1981-02-04,TE,,
638,410,Johan,Haag,F,1975-06-08,PE,,
639,277,Bliss,Abshire,F,1985-08-20,PE,,
640,489,Karma,Herman,F,1994-12-22,PE,,
641,368,Celia,Konopelski,F,1986-01-08,PE,,
642,826,Braydon,Ritchie,F,1995-05-17,PE,,
643,514,Mickey,Pagac,F,1984-05-23,CA,,
644,177,Carmelita,Bednar,M,1997-02-22,,,
645,438,Gracelyn,Friesen,M,1974-08-07,PE,,
646,263,Lorrayne,Volkman,M,1988-11-13,TE,,
647,779,Codey,Nitzsche,F,1981-06-18,CA,,
648,631,Milan,O'Conner,M,1975-07-01,,,
649,108,Myrta,Kuvalis,M,1990-01-24,PE,,
650,208,Minerva,Sawayn,M,1979-08-09,CA,,
651,634,Corina,Schowalter,,1974-03-02,PE,91252.0,
652,575,Qiana,Gutkowski,,1971-10-25,PE,115611.0,
653,789,Reid,Tromp,M,1990-08-20,,136597.0,
654,981,Keanna,Nicolas,F,1994-05-08,PE,64265.0,
655,76,Wilhelm,Halvorson,M,1984-06-18,,56856.0,
656,627,Alphonsine,Bode,F,1978-07-13,PE,72830.0,
657,484,Aryana,Hammes,M,1973-06-19,PE,93551.0,
658,193,Imanol,Streich,M,1974-09-30,PE,76056.0,
659,570,Corda,Lowe,,1979-04-18,,70581.0,
660,983,Rosendo,Rau,F,1987-11-06,PE,80392.0,
661,473,Misti,Hammes,M,1970-05-14,,117924.0,
662,744,Ivory,Mante,M,1984-09-04,CA,81133.0,
663,34,Aimee,Sauer,M,1992-11-18,CA,125785.0,
664,99,Austin,Hahn,F,1975-05-01,,88848.0,
665,257,Vergie,Tremblay,F,1987-12-09,CA,149999.0,
666,142,Ashby,Waelchi,F,1985-08-12,,119416.0,
667,172,Medora,Wisoky,M,1994-09-13,PE,113470.0,
668,924,Ocie,Lakin,M,1970-12-09,TE,71623.0,
669,632,Josephus,Collier,M,1986-11-13,,103524.0,
670,267,Karlee,Labadie,M,1975-11-17,PE,108276.0,
671,391,Raekwon,Kuhn,F,1972-02-06,CA,149482.0,
672,673,Haleigh,Herzog,M,1994-07-24,,115672.0,
673,472,Johny,Volkman,M,1998-07-25,PE,143599.0,
674,438,Blanchard,Ryan,M,1997-01-15,PE,138655.0,
675,222,Yaakov,Skiles,,1988-05-17,,134281.0,
676,335,Antionette,Morar,,1973-09-13,,76351.0,
677,535,Armani,McClure,F,1973-06-20,TE,110082.0,
678,46,Nevada,Kunde,F,1986-05-10,PE,112824.0,
679,824,Brendan,Block,F,1996-10-10,TE,123597.0,
680,47,Deasia,Herzog,M,1972-08-15,CA,102541.0,
681,398,Alene,Kuvalis,F,1973-10-11,PE,103230.0,
682,498,Christion,Jones,,1987-10-20,CA,119208.0,
683,717,Helyn,Fadel,F,1985-09-05,PE,70770.0,
684,805,Blanche,Abernathy,,1989-06-25,PE,77772.0,
685,983,Gerald,Pfeffer,M,1999-03-25,CA,97350.0,
686,919,Carter,Howe,F,1978-08-12,PE,109318.0,
687,353,Hayden,Koepp,F,1991-01-01,PE,119933.0,
688,900,Encarnacion,Hand,,1977-06-11,PE,77769.0,
689,835,Vikki,Schiller,M,1984-10-31,PE,72145.0,
690,758,Avis,Hayes,M,1987-02-01,,67180.0,
691,108,Meryl,Wunsch,M,1999-11-04,TE,73793.0,
692,900,Talmage,Kirlin,F,1977-02-07,TE,118016.0,
693,297,Clemmie,Crist,M,1988-04-24,CA,67216.0,
694,837,Nikhil,Lemke,F,1982-06-06,PE,109382.0,
695,413,Keeley,Conroy,F,1970-01-17,PE,55726.0,
696,791,Asia,Hane,F,1995-12-20,,110038.0,
697,551,Arden,Hoeger,F,1988-04-25,,89713.0,
698,175,Melton,Sporer,,1994-11-24,CA,115644.0,
699,344,Elyse,Stroman,F,1975-01-24,PE,107074.0,
700,94,Samara,Erdman,F,1991-10-29,PE,119930.0,
701,188,Gracie,Shanahan,M,1992-09-21,PE,61106.0,
702,867,Greta,Dickinson,F,1990-04-29,PE,81093.0,
703,291,Solomon,Ziemann,M,1975-05-30,,86358.0,
704,273,Davis,Price,,1990-03-17,PE,81471.0,
705,744,Viridiana,Beahan,F,1986-03-29,PE,142546.0,
706,961,Meryl,Hammes,F,1974-03-31,,145884.0,
707,570,Chimere,Wunsch,F,1997-08-13,PE,94717.0,
708,453,Lucretia,Mante,F,1976-10-24,PE,98550.0,
709,446,Kristian,Heidenreich,F,1975-07-11,PE,146795.0,
710,358,Payton,Homenick,,1994-03-02,,59924.0,
711,270,Rigoberto,Swift,,1986-12-27,PE,133069.0,
712,348,Tiffanie,Hessel,F,1987-03-09,PE,64381.0,
713,410,Emeline,Jast,M,1994-12-08,PE,129714.0,
714,343,Eldred,Hahn,M,1998-09-02,PE,146067.0,
715,204,Selah,Pfeffer,,1991-04-20,,90609.0,
716,866,Park,Harber,M,1989-12-23,PE,94897.0,
717,116,Eboni,Feest,M,1981-06-13,,140226.0,
718,520,Inga,Boehm,M,1976-05-08,PE,129020.0,
719,198,Acy,Paucek,M,1992-11-17,,146126.0,
720,937,Rylan,Stroman,M,1971-06-24,PE,141575.0,
721,675,Madden,Hessel,M,1978-08-21,PE,137376.0,
722,50,Lavada,Schmidt,M,1987-05-15,,101898.0,
723,784,Julisa,Murazik,,1987-09-30,PE,75235.0,
724,554,Denisha,Price,M,1999-06-21,PE,87662.0,
725,941,Jose,Breitenberg,F,1985-07-02,,142567.0,
726,889,Hollie,Muller,,1973-04-04,CA,116101.0,
727,327,Renea,Erdman,M,1986-08-03,PE,64245.0,
728,847,Dequan,Brown,,1986-05-29,PE,119370.0,
729,512,Sybilla,Kreiger,M,1981-09-20,PE,89122.0,
730,163,Ester,Emmerich,M,1989-08-13,,134033.0,
731,98,Carmen,Macejkovic,,1987-06-13,PE,128497.0,
732,110,Julie,Wiegand,F,1982-05-24,PE,141991.0,
733,167,Nick,Little,M,1980-08-20,PE,103003.0,
734,326,Denton,Becker,F,1984-05-13,PE,60045.0,
735,351,Kurt,Nikolaus,F,1980-12-14,PE,101337.0,
736,352,Austin,Collins,,1991-01-12,,59530.0,
737,743,Katerina,Runolfsson,F,1990-07-05,PE,87137.0,
738,569,Fernanda,Anderson,,1973-11-11,PE,100056.0,
739,36,Ardell,Von,M,1989-03-03,CA,110429.0,
740,684,Ethelbert,Koch,F,1972-04-15,PE,124780.0,
741,84,Akeelah,Kris,M,1981-02-22,PE,123656.0,
742,157,Shana,Prosacco,,1973-11-01,PE,64181.0,
743,474,Carey,Harber,,1990-05-09,PE,140852.0,
744,12,Ursula,Wintheiser,M,1999-11-26,,135046.0,
745,124,Alaina,Hilpert,,1987-01-09,PE,62046.0,
746,12,Javion,Moore,M,1976-02-13,,137513.0,
747,427,Kelsey,Feil,F,1981-04-14,TE,122762.0,
748,414,Almeda,Murazik,M,1988-03-12,TE,134422.0,
749,237,Lauri,Hodkiewicz,,1975-05-09,,59596.0,
750,445,Octavia,Cormier,F,1978-03-21,,80301.0,
751,439,Esther,Cartwright,M,1998-09-14,,85697.0,
752,253,Margot,Connelly,F,1982-04-30,,75082.0,
753,558,Monroe,Pacocha,M,1986-08-22,PE,122011.0,
754,705,Elmo,Jacobson,M,1982-01-26,PE,104313.0,
755,208,Jedidiah,Zieme,,1999-10-20,CA,85879.0,
756,51,Berkley,Nader,M,1982-01-05,PE,69904.0,
757,36,Einar,Beier,F,1971-09-06,,113541.0,
758,780,Casen,Rowe,M,1990-04-22,,120179.0,
759,996,Linnie,Larson,F,1980-03-04,PE,92815.0,
760,366,Karel,McLaughlin,M,1984-05-14,TE,84829.0,
761,892,Theta,Kirlin,M,1975-08-29,PE,115004.0,
762,745,Anjanette,Marvin,F,1996-08-11,,74834.0,
763,537,Clarence,Kemmer,,1993-01-05,,89101.0,
764,98,Leroy,Kuhic,F,1992-12-18,CA,149322.0,
765,527,Aurora,Fritsch,M,1970-05-12,CA,132233.0,
766,780,Destiny,Kirlin,M,1994-09-30,CA,120558.0,
767,558,Miley,Kshlerin,M,1994-11-21,,66572.0,
768,797,Corinne,Becker,,1996-03-24,,121953.0,
769,130,Oney,Purdy,M,1976-12-20,PE,59579.0,
770,735,Davon,Conn,,1971-02-04,,126723.0,
771,490,Chace,Crist,F,1985-01-02,PE,71364.0,
772,971,Elvis,Bosco,,1977-03-07,PE,130542.0,
773,31,Jory,Waters,,1970-10-05,,80945.0,
774,285,Pennie,Goodwin,,1997-03-26,PE,76698.0,
775,609,Arbie,Wiza,,1993-12-07,PE,82997.0,
776,370,Theresa,Gulgowski,M,1975-01-10,,81277.0,
777,340,Osie,Bruen,M,1979-08-18,TE,85492.0,
778,160,Kelley,Stiedemann,,1977-09-14,PE,78564.0,
779,646,Nova,Predovic,,1997-01-25,PE,103012.0,
780,841,Annamarie,Blanda,M,1982-03-23,PE,106169.0,
781,39,Gilda,Gerlach,F,1987-06-25,PE,58922.0,
782,759,Selene,Grady,,1991-03-31,PE,139412.0,
783,520,Kasey,Christiansen,,1976-08-09,CA,121419.0,
784,635,Lolita,Kuvalis,F,1988-07-29,PE,140096.0,
785,753,Jayne,Blanda,M,1987-01-23,PE,92728.0,
786,245,Rico,Wilderman,M,1970-12-29,PE,73523.0,
787,177,Alena,Johns,M,1980-07-30,PE,64689.0,
788,668,Lorinda,Rogahn,,1991-10-20,PE,95436.0,
789,329,Elizabet,Dickinson,F,1985-03-13,CA,117526.0,
790,954,Carin,Prosacco,M,1987-06-24,TE,143630.0,
791,449,Eugenia,Will,F,1976-08-17,PE,66967.0,
792,457,Dorathy,Senger,M,1993-12-26,CA,64114.0,
793,522,Sannie,White,M,1975-05-13,,117537.0,
794,928,Ottis,Collier,M,1993-11-20,PE,109456.0,
795,702,Clella,Greenholt,,1994-06-01,PE,121203.0,
796,845,Candace,Predovic,M,1986-03-02,TE,98922.0,
797,232,Marland,Bayer,F,1991-04-10,TE,144022.0,
798,411,Brody,Hegmann,F,1978-04-22,PE,132509.0,
799,965,Sudie,Mayert,M,1994-08-27,,115256.0,
800,541,Madalyn,Dach,M,1979-07-11,PE,143222.0,
801,983,Randell,Dickens,M,1981-06-27,PE,98427.0,
802,260,Hillard,Aufderhar,,1985-01-21,PE,93850.0,
803,5,Carly,Ratke,M,1998-01-16,PE,88315.0,
804,953,Pleas,Flatley,M,1973-12-24,PE,72630.0,
805,600,Ewell,Hammes,M,1972-09-05,PE,119049.0,
806,462,Helena,Denesik,M,1975-01-15,PE,57771.0,
807,725,Corene,Boehm,M,1972-02-11,TE,76070.0,
808,520,Octavio,Emard,,1975-01-29,PE,133131.0,
809,279,Jarod,Jerde,,1979-01-30,PE,113984.0,
810,745,Tremaine,Stanton,F,1973-07-29,PE,115953.0,
811,154,Jiles,Osinski,M,1981-12-03,,59309.0,
812,854,Ama,Hilll,,1997-08-10,,98448.0,
813,729,Abril,Hansen,,1971-01-25,TE,66703.0,
814,745,Stephenie,White,M,1995-01-11,PE,109304.0,
815,847,Cory,Funk,F,1999-02-18,PE,80614.0,
816,749,Berneice,Wilkinson,M,1979-08-15,PE,91162.0,
817,777,Charlsie,Schuppe,,1976-03-24,PE,78911.0,
818,229,Octave,Grant,,1975-04-28,,69936.0,
819,176,Breonna,Schaefer,F,1982-06-28,PE,105640.0,
820,517,Ashley,Emard,F,1971-01-09,PE,149670.0,
821,163,Offie,Bernier,M,1983-12-18,PE,89910.0,
822,191,Denice,Hand,F,1994-10-29,TE,83935.0,
823,775,Verna,Kunze,F,1991-08-05,PE,100598.0,
824,191,Jacquez,Halvorson,F,1991-08-03,PE,55690.0,
825,211,Savon,Lubowitz,M,1972-11-11,PE,110521.0,
826,936,Freda,Dare,,1970-03-04,PE,97777.0,
827,769,Ardell,Carter,F,1993-07-09,TE,129321.0,
828,719,Leola,Schroeder,F,1972-12-31,PE,72369.0,
829,213,Willie,O'Keefe,F,1998-01-12,PE,124504.0,
830,242,Clemence,O'Connell,F,1984-06-24,PE,92830.0,
831,930,Joshuah,O'Keefe,M,1974-01-05,CA,142896.0,
832,141,Thurman,Bosco,F,1973-06-29,PE,130265.0,
833,813,Cyril,Fahey,M,1971-04-16,CA,146821.0,
834,227,Xiomara,Armstrong,,1996-07-29,PE,145164.0,
835,62,Jarred,Kilback,M,1990-03-28,PE,56123.0,
836,476,Claiborne,Lockman,F,1980-12-21,PE,87904.0,
837,801,Raven,Hammes,M,1988-06-20,,97382.0,
838,362,Woodson,Dietrich,,1992-05-31,PE,77757.0,
839,452,Brittaney,Wisoky,M,1974-02-03,PE,114863.0,
840,321,Lim,Schmitt,M,1974-02-19,CA,128365.0,
841,80,Adella,Hintz,F,1970-12-21,PE,116692.0,
842,466,Isom,Hartmann,,1986-07-28,TE,144872.0,
843,884,Nelly,Kiehn,F,1970-10-23,,59296.0,
844,188,,,,,,,
845,101,Delvin,Schuppe,M,1997-06-05,PE,62462.0,
846,720,Alfred,Wiza,F,1999-02-20,TE,61723.0,
847,73,Gregorio,Christiansen,M,1986-07-25,TE,112205.0,
848,599,Echo,Lowe,F,1984-12-29,PE,58458.0,
849,781,Romeo,Kohler,F,1970-09-30,CA,75400.0,
850,508,Ally,Turcotte,,1994-06-30,PE,130803.0,
851,415,Quintin,Halvorson,M,1976-06-07,,81527.0,
852,36,Lukas,Kunze,,1996-09-29,TE,139432.0,
853,584,Kymani,Erdman,,1989-05-13,TE,82247.0,
854,516,Sherrie,Parker,,1977-11-17,CA,115952.0,
855,277,Meta,Denesik,F,1971-12-21,PE,65794.0,
856,5,Christopher,D'Amore,F,1974-03-16,PE,103614.0,
857,790,Johnny,Wehner,F,1974-07-04,,72728.0,
858,21,Ezequiel,Baumbach,M,1992-12-19,PE,131575.0,
859,747,Charley,Hessel,M,1998-03-23,PE,90608.0,
860,137,Winston,Sipes,M,1998-05-22,PE,106134.0,
861,600,Lani,Lang,M,1974-07-06,,105188.0,
862,269,Kiya,Reynolds,F,1981-04-01,,100427.0,
863,222,Beckie,Welch,F,1983-05-13,,85858.0,
864,73,Brandon,Stokes,F,1980-01-23,,117282.0,
865,681,Kassie,Rogahn,F,1985-09-23,PE,110676.0,
866,459,Claiborne,Kuhn,F,1995-05-15,PE,58088.0,
867,710,Noreen,Bayer,M,1985-07-26,,131732.0,
868,814,Chaya,Zboncak,M,1989-05-16,PE,62362.0,
869,267,Eliot,Johnston,M,1979-10-27,PE,121358.0,
870,765,Kristen,Bechtelar,,1994-06-17,TE,95144.0,
871,666,Alysha,Greenholt,,1984-01-24,TE,141005.0,
872,910,Dereck,Jacobson,F,1977-01-27,,79325.0,
873,583,Mabel,O'Hara,F,1982-10-28,PE,136284.0,
874,985,Elba,Predovic,F,1990-08-17,PE,104396.0,
875,735,Lucius,Kautzer,F,1994-07-24,CA,77156.0,
876,947,Kirby,Schmitt,M,1970-01-19,PE,138064.0,
877,57,Jamin,Gerhold,M,1996-08-09,PE,114066.0,
878,866,Evonne,Conn,M,1992-09-21,PE,55730.0,
879,126,Redmond,Zieme,M,1979-04-06,CA,90315.0,
880,886,Ambers,Bergstrom,F,1975-04-26,,119200.0,
881,149,Sheilah,Hoeger,F,1990-12-11,PE,57102.0,
882,460,Erin,Schmidt,,1996-11-30,PE,107436.0,
883,928,West,Blanda,M,1999-08-21,PE,71422.0,
884,396,Rudolfo,Schumm,F,1987-08-06,CA,110232.0,
885,640,Clint,Feil,F,1975-12-18,PE,120068.0,
886,784,Duard,Reichert,F,1984-05-22,PE,146078.0,
887,254,Leonor,Reynolds,F,1989-04-09,CA,79301.0,
888,814,Laddie,Stroman,F,1996-01-11,PE,72613.0,
889,124,Edrie,Wilderman,F,1976-02-03,,117636.0,
